,Intercept,Slope,R.squared,slope.std
PLA2G7,0.0899464057366444,0.775612193954478,0.9,0.137520576856006
PLAT,-0.0616069997717353,0.79252222551862,0.8,0.220652925169248
PLAU,0.42382059205741,0.650993832991853,0.6,0.242494331189918
PLIN1,-0.252907669539014,1.15549357310093,0.7,0.388895003988818
PLXDC1,0.0681971865909721,0.775774181540297,0.6,0.314655346417309
PLXNB2,-0.00773380420639982,0.97956648469575,0.8,0.221988556861535
PM20D1,0.209840717445019,1.16101421504804,0.9,0.166396441285315
PNLIPRP2,-0.159272058905708,0.896503540249896,1,0.0386544408044454
PODXL2,-0.217334702776506,1.13894085838107,0.9,0.147927474246697
PON3,0.0375241316523051,0.945489793457658,1,0.0656341612680814
PPY,-0.0317937534369151,0.937030323791392,1,0.0672491819575207
PRELP,0.0207740398525089,0.979172335215967,0.8,0.258105410715239
PRL,0.042436989269497,1.02474452003178,1,0.0998565327779436
PROC,-0.0539171940030413,1.03693882022219,0.8,0.264999189988805
PROK1,0.0564095247915192,0.91514022902463,0.9,0.110792101508098
PRSS2,-0.0297419792477558,1.04578005617253,0.8,0.226289392985957
PRSS8,-0.00963758634667381,1.11550270564684,0.9,0.157864328836962
PRTG,0.116315154962859,0.701633682517081,0.7,0.231458403038955
PRTN3,2.64022830534032,-0.0780245109090328,0.5,0.0395946587528617
PSG1,-0.301290115838218,0.907111542441704,0.9,0.111477736545103
PSPN,-0.156315402823066,0.850969268673235,0.8,0.179737719264451
PTGDS,0.31366423683454,0.747875680512787,0.7,0.234341069580418
PTH1R,-0.151205713923737,0.827121486717623,0.7,0.274967331513102
PTPRF,0.0811109093872349,0.830036926592641,0.5,0.389442813145144
PTPRN2,-0.0329115657235085,0.993037596229439,0.9,0.15082284403648
PTPRS,0.0987086654414508,0.864308345086963,0.6,0.342447571782159
PTS,-0.0319371027263234,0.96420966627297,0.8,0.25698191657926
PVR,-0.0150034112788046,1.02001155807179,0.8,0.221403398630936
QPCT,0.0880248054113734,0.918865946430025,0.5,0.477670710973969
RARRES2,0.0759907301328456,0.971359689447038,0.6,0.422432633200421
RBP2,-0.0111462848770517,1.0407580360495,0.8,0.228229347207868
RBP5,0.251676017057792,0.767649039057929,0.9,0.143276334765293
REG1A,0.0172418480444226,1.06525527018608,0.9,0.154746822148553
REG1B,-0.0486990191941236,1.08306104789965,1,0.117372889163771
REG3A,-0.0228937702121098,1.01050499192108,1,0.0738139387928259
REG4,-0.0520509258120032,1.04397325705083,0.9,0.208235233852738
RELT,0.261568474141423,0.790982272672525,0.8,0.194520884926459
REN,0.092882085048905,0.999798678859372,0.9,0.136265285431175
RET,0.164106125382698,0.827383701909692,0.7,0.252570937471707
RETN,0.245485294401794,0.782572161486533,0.6,0.295529047216528
RGMA,0.0195934545710941,0.903536957599853,0.9,0.148573621458837
RGMB,0.0964968420230511,0.693448013634043,0.7,0.229695997508313
RNASET2,0.15470180148256,0.519513712836653,0.5,0.262038623009646
ROBO1,0.364106447592128,0.793597306942306,0.8,0.213597849793987
ROBO2,0.106744279231818,0.856881049036807,0.9,0.155835922131165
ROR1,0.144415065654517,0.788172136727537,0.7,0.263391988581871
RRM2,0.383305728313301,0.738224716135402,0.8,0.157697562191606
RTBDN,0.16558996288955,0.874821971115347,0.9,0.131922609299828
RTN4R,0.0269551274952398,0.694783351613512,0.6,0.277052888869838
SCARA5,0.0507075234946574,0.81194109716347,0.7,0.256023823991197
SCARB2,0.0269729175539617,0.883248144667607,0.8,0.247316723552107
SCARF2,0.163002920197369,0.670211329643657,0.8,0.157581926038993
SCG2,0.0500654527785289,0.963519019690589,0.9,0.117135651158818
SCG3,0.122159244291087,0.950481533912722,0.9,0.111856832847515
SCGB1A1,-0.0801217276133211,0.91950032286508,0.9,0.112456330596235
SCGB3A2,0.0561362571810573,1.01935573160175,0.9,0.164847102649724
SCGN,-0.0304791411837008,0.760166957731512,0.6,0.321674932795729
SCLY,0.306200764500652,0.609271285174658,0.5,0.293273732992453
SCP2,-0.0558280141582127,1.01530270089112,0.8,0.262896055307594
SDC1,0.0104652567596246,0.990766853557442,1,0.0896560169829595
SELE,-0.0298309830998868,0.982619723559068,1,0.0939873032785755
SEMA3F,0.192702669922031,0.695206546746435,0.7,0.201847850653418
SEMA4C,-0.0541607439604289,1.08093017763197,0.6,0.398634345848
SEMA7A,0.113578543500644,0.801105856873026,0.8,0.184090419406909
SERPINA11,0.136736354176152,0.92843214517381,0.9,0.182994504514647
SERPINA12,-0.0460918915065714,0.999658564845115,1,0.0516131237050346
SERPINA9,0.126973955674625,0.909752579783917,0.9,0.125009969211157
SEZ6L,0.0560378231481131,0.968996185476111,0.9,0.123922047055488
SEZ6L2,0.0442021971963224,0.96338008066593,0.7,0.282336281237612
SFTPA1,0.0723070204180459,1.07054772049531,0.7,0.373467160231041
SFTPA2,-0.0144994303623362,0.862832642189539,0.6,0.317289686011488
SFTPD,-0.0263142310603646,0.999132250273075,0.7,0.343016030985042
SIGLEC1,0.0384172394854769,0.973679899713713,0.9,0.124153929830747
SIGLEC10,0.252176839477817,0.855162182860861,0.9,0.173860846887666
SIGLEC15,-0.111166547269396,1.02384138302283,0.8,0.257555782963707
SIGLEC5,0.0080795404207417,1.00895415970803,1,0.103077371628323
SIGLEC6,0.0686931881950289,0.869260637956213,0.9,0.137581018338197
SIGLEC7,0.0429792827224282,0.847357036823285,0.8,0.214628222315009
SIGLEC9,0.206345119190704,0.659144521338136,0.5,0.344005076377641
SIRPA,-0.00193532291615218,1.0433315284261,0.9,0.118603990923687
SIRPB1,0.163271880316396,0.930411665982347,0.9,0.172106368027637
SLAMF6,0.188836961881793,0.715120586265792,0.6,0.280763251903612
SLAMF7,0.409216982530477,0.729900524991821,0.8,0.154617002068718
SLAMF8,0.192729862903113,0.938210545343844,0.9,0.17736951358179
SLC16A1,0.675176422890215,0.436369305835652,0.5,0.227266914467094
SLC39A14,0.0116424690157315,0.857890229531266,0.5,0.381090171633209
SLITRK2,0.0971842043704348,0.899311355277987,0.9,0.107638616027323
SLITRK6,0.201325883576401,0.735382915665189,0.7,0.22195466060616
SMOC1,-0.245962486279478,0.663445373001931,0.6,0.244771503917829
SMOC2,0.0568387264840932,0.761030679745909,0.9,0.146367343338668
SMPD1,0.0298182493487088,1.01173207364468,0.9,0.180240167657961
SMPDL3A,0.00136819528976271,1.06186599760576,0.9,0.163980376325049
SNCG,-0.023373234501285,0.814670518095518,0.7,0.263006745123934
SORCS2,0.508594785924002,0.540524885653456,0.7,0.188340252744212
SOST,0.557552380737339,0.730206831073475,0.8,0.196461957122446
SPARCL1,-0.0586601742615948,1.0666012290948,0.7,0.298713517959174
SPINK1,-0.115543352664199,1.0463592925235,0.9,0.119090870781111
SPINK4,-0.114563063995677,1.15742854351839,0.9,0.217362309017327
SPINK5,-0.0249752952667151,0.769624667058391,0.6,0.329142796644845
SPINT1,-0.0279573454956491,1.09108875573099,0.7,0.338871057516954
SPOCK1,0.00870842292259972,1.03147352791369,0.7,0.297090259604098
SPON1,0.146621808379038,0.97748914411149,0.9,0.194552339670949
SPON2,0.20963544319455,0.798007217771748,0.8,0.221805054883648
SPP1,-0.0599071823506574,1.0365516193772,1,0.0905059713925862
SSB,0.701116710372168,0.636096899050047,0.6,0.227759667915383
SSC4D,0.141365112313085,0.923194242972762,1,0.0623925780884836
SSC5D,0.0161003033804486,0.840225752530182,0.8,0.191861108947646
ST3GAL1,0.0385336124544322,1.14681270147891,0.7,0.370793681503147
ST6GAL1,0.461489977776871,0.830498072292698,0.5,0.411272846457998
STC1,0.0855825177623035,0.994637358125907,0.9,0.173634573842505
SUSD2,-0.0126179077455628,0.81589149975821,0.6,0.349412721410759
TACSTD2,0.0471885555883734,0.769445374755773,0.8,0.172621108914632
TAFA5,-0.0236907747303023,0.982937814942933,0.9,0.188244476709981
TCN2,-0.119492955056981,1.09574883458407,0.9,0.17080453718438
TDGF1,-0.183703295270439,1.12767111736998,0.6,0.464735421389003
TFF1,-0.117077391013393,1.08353848828572,0.8,0.229878763978302
TFF2,0.0736124589554336,0.910680169381918,0.8,0.230269547266844
TFF3,0.112928422004819,0.942167076173797,0.8,0.249953510420804
TFPI,-0.0773017703868981,1.01281685255438,0.7,0.321606907689186
TFPI2,0.139524145180195,0.880163702089288,0.7,0.283139643159585
TFRC,-0.101669610129186,1.15218602599003,0.9,0.213324548243447
TGFA,0.312902252062865,0.757963459656689,0.5,0.368509190227627
TGFBI,0.0164033194705471,1.0459240771296,0.8,0.292883589899584
TGFBR2,0.183644623297649,0.632977731305574,0.5,0.292551125215818
TGFBR3,-0.0693977526128105,1.06237882148834,0.9,0.179103586144416
THBD,0.21291452795991,0.781967811668,0.6,0.315919770201022
THBS2,0.212159361666209,0.859220653731046,0.9,0.156541227081578
THBS4,-0.00547973159286024,1.08948377103005,0.9,0.128247872064704
THOP1,0.462510018316077,0.609849572378918,0.5,0.324316592485539
THY1,0.25462146999512,0.792665083220511,0.7,0.242643504093279
TIMD4,0.103344974988918,0.921408590615831,0.9,0.11501189016197
TIMP1,0.404396378991286,0.594654624297058,0.5,0.295405065050861
TIMP4,-0.0424204538814947,1.16493146693149,0.9,0.171957866379734
TINAGL1,0.0382804998282533,0.852836279701913,0.8,0.230979904331213
TLR3,-0.114332403870874,1.02063181052329,0.8,0.277578399099661
TMPRSS15,-0.0180234216725861,1.06969958085119,0.9,0.187150029343263
TMPRSS5,-0.0874866177855768,0.932207900614564,0.8,0.238954371165648
TNC,-0.0263517251718444,1.01759761706007,0.9,0.128568978815231
TNF,1.14488250565514,0.921753928798682,1,0.0393942618044632
TNFRSF10A,0.388389334703581,0.570347090982336,0.5,0.297735266936687
TNFRSF10B,0.181230831447491,0.738934776156891,0.6,0.268296337171421
TNFRSF10C,-0.221056312522273,1.15379276338609,0.9,0.17312453236
TNFRSF11A,0.12644328463584,0.819005700447119,0.8,0.223475519015779
TNFRSF11B,-0.0338508573190959,1.13187610854882,0.8,0.242253816466934
TNFRSF12A,0.0598665079933968,1.05055582448144,0.8,0.246768349361931
TNFRSF13B,0.0239611155138449,1.03867627814568,1,0.0937701558763721
TNFRSF13C,0.0519636897853231,0.861167950452605,0.8,0.224572548087898
TNFRSF19,0.18719991915957,0.664457442728203,0.8,0.185021385759202
TNFRSF1A,0.106881694310574,0.908108398530289,0.8,0.225455429065256
TNFRSF1B,0.0716975276365447,0.935598460791437,0.9,0.118682016190518
TNFRSF21,0.24211551779333,0.731803966735417,0.7,0.246501368296329
TNFRSF4,0.134681146358524,0.855505377088938,0.9,0.11485692138053
TNFRSF6B,-0.0004699923349259,0.946242088683981,0.9,0.173169137506425
TNFRSF8,0.0437549591006857,0.982436809015467,1,0.0953352053394841
TNFRSF9,0.205177308228216,0.861831866834577,0.9,0.12585652746019
TNFSF10,0.0926775015314358,0.75975930664797,0.6,0.31883324059019
TNFSF11,0.237632597549701,0.782162404729641,0.9,0.132147935241519
TNFSF13,0.310931275127917,0.747323487721512,0.5,0.336825486340667
TNFSF13B,0.123793533939083,0.822167907785029,0.9,0.124906739025965
TNR,0.222877337714664,0.749360578632231,0.8,0.190245060035269
TNXB,0.239750515331199,0.787167960598101,0.7,0.229196279742051
TPSAB1,-0.0541912928657588,0.875392069368845,0.9,0.137727484665052
TREM2,0.00645878893884716,0.989730709673854,0.9,0.123501118750446
TREML2,0.71516041552163,0.535978379954748,0.6,0.220655644576824
TSHB,0.211677539286039,0.738723843062537,0.7,0.215765925073661
TXNDC15,0.174932003331399,0.820993136442125,0.6,0.30174869713281
TYRO3,0.0200680105621623,0.996019263119624,0.6,0.371089514038075
ULBP2,0.173584795453648,0.698115383503759,0.7,0.202441426150124
UMOD,0.0132961828771348,1.10045919933704,1,0.0802063796544875
UXS1,0.152061634930186,0.495769275202006,0.6,0.202188254922956
VCAM1,0.114359076953383,0.910649437484481,0.9,0.128691969047812
VCAN,0.00485542771478874,0.95146964731493,0.8,0.215637469767006
VEGFA,0.322992640313079,0.668819886738156,0.6,0.287099987163058
VEGFD,-0.0488125152180066,0.984284090785548,0.8,0.250485484136731
VMO1,0.146045728476636,0.696345835220201,0.5,0.35600224051454
VSIG4,-0.0765141757360425,1.0229370612741,1,0.0777260888720221
VSTM1,0.00289577248581994,0.930978929000786,0.7,0.319764658199225
VSTM2L,-0.119443686481403,0.788426052717507,0.5,0.410261275630766
VWA1,0.115966061101433,0.91813485705813,0.9,0.131858037938927
VWC2,0.180544313572208,0.776888823862776,0.9,0.122579154929373
VWF,-0.694803670242579,0.538144223483106,0.6,0.229296269528619
WARS,0.405498440614912,0.737351260847092,0.6,0.284792526694295
WFDC12,-0.0775531403559785,0.907060919762758,0.8,0.190598436051655
WFDC2,0.0225897776155881,1.09880999555812,0.9,0.192926846051593
WFIKKN1,-0.011956247087141,0.667213814543054,0.6,0.248076002589286
WFIKKN2,0.0145696543254917,0.971775274835944,0.9,0.119737939520922
WIF1,0.287149444197126,0.717571486368575,0.8,0.176748622720101
XCL1,0.259982606052388,0.787814639260428,0.9,0.11736678652279
XG,0.0287553377947668,1.00759044952162,0.9,0.177501102306169
XPNPEP2,0.00399092799527366,1.02579946222814,1,0.0758105228098224
ADAMTS16,-0.0925057313885881,0.84569679228615,0.5,0.397785378259014
ANGPTL3,0.633009502779893,0.533145126029757,0.5,0.268853465861036
ARSA,0.638481186456993,0.562169584392019,0.6,0.236800944250943
BGN,1.48277020686589,1.32196408197028,0.5,0.71778318070538
BTN2A1,0.276650100134517,0.547936991476553,0.7,0.170494482329633
CCL11,-0.747982966334887,1.63333847580009,0.7,0.560962284459463
CCN1,-0.289340672124419,0.844863848688681,0.5,0.406188302761188
CCN4,0.114020728601418,0.731345550171962,0.6,0.293080229064285
CD274,0.454385973085005,0.591932759565084,0.6,0.269127595835966
CD4,0.151727181571388,0.524423987384303,0.7,0.171122844968336
CD55,0.105900831972543,0.814183750129235,0.6,0.351916183733762
CD58,0.191078766704952,0.629479949014532,0.6,0.286317059573584
CD99L2,0.135096484032665,0.796720092689777,0.6,0.312182584334233
CLC,0.693084540809657,0.659604104153535,0.5,0.363543934436451
CRLF1,0.227925312746168,0.583978982017546,0.7,0.185451743940819
CSTB,0.540195926163082,0.614147022042358,0.5,0.306426483517292
CXCL6,1.47115837338787,0.664107383705306,0.6,0.258251319403795
DKK4,0.276901814398168,0.774334315856565,0.5,0.409626340248929
EDAR,0.24132014918844,1.08139315174198,0.5,0.573266082727226
ENAH,0.322762199481512,0.82252872779206,0.6,0.329803158837535
ENG,0.185323578765297,0.710379788948196,0.7,0.232108327025019
EZR,0.320106050772,0.693852516696167,0.5,0.380656605496721
FAM3C,0.528460006152461,0.41257831503345,0.5,0.21832496281996
FLT3,0.0966830857431595,0.888243722182798,0.5,0.494823119919985
FOLR2,0.125477951578059,0.901852448913261,0.8,0.206072307713624
GALNT3,0.308179444636493,0.788453614814354,0.6,0.314302368431943
GGT5,0.117810109924572,0.599788168169741,0.6,0.253068060447757
GPA33,0.0262275969538931,0.609484586925345,0.6,0.283559467609402
GPNMB,0.199301034161152,0.764539682555259,0.6,0.310785613078163
HNMT,0.126304175822941,0.735732436811932,0.8,0.162222348173917
IGSF8,0.407073961320158,0.611936074365881,0.8,0.166761289171086
IKZF2,-0.0864617480375268,0.967303454501661,0.6,0.428485125752363
IL13RA1,0.220384967393271,0.596151676648229,0.5,0.313682458417798
IL15RA,0.210831231513545,0.750305134792776,0.5,0.425411903778413
IL32,0.209897981058664,0.757807604402815,0.7,0.283951873216554
IL3RA,0.56407032525793,0.553704269216111,0.6,0.249221438785299
ITGB6,-0.146352832637479,0.529346908315973,0.5,0.260548489025773
JCHAIN,-0.141648262577952,0.555732378343656,0.6,0.241723349024782
LAMP2,0.0840042318947864,0.858216974008821,0.5,0.441743034137031
LIF,-0.139197755901227,0.929963052656228,0.5,0.463219936135362
MCAM,0.0116735525587942,1.01833579312706,0.5,0.515022011843485
MEPE,0.311041066783626,0.652459128161259,0.6,0.247663506132761
NAAA,0.197687589872424,0.75095372416306,0.7,0.278731152273606
NID2,0.27768555215694,0.837096694256208,0.6,0.387343421228021
NXPH1,0.452917606776479,0.517965736802697,0.5,0.2526197585619
PBLD,-0.0407486176233366,0.651253864074549,0.5,0.359199265272576
PLA2G15,0.102939491386426,0.912337302004941,0.7,0.307546609963106
PON2,0.0762317583341692,1.02958002890134,0.6,0.474679555237059
PRCP,0.121372071912958,0.568215125813465,0.5,0.303665575961667
SEMA4D,0.64946343162532,0.338588545379471,0.5,0.182058539215114
SLAMF1,-0.0697156828849764,0.833893536101536,0.6,0.362508001032122
SORT1,0.559123213469266,0.55422204339397,0.5,0.304742634022979
SPINK6,0.0510573362935292,0.726977403201601,0.9,0.149835501899153
STC2,0.329652580865453,0.484596957438573,0.5,0.257979825369565
SULT2A1,0.144409191653361,0.740054728892408,0.5,0.420592360345089
SUMF2,0.47233704101243,0.591242080803655,0.7,0.192760465097204
TEK,0.10221916240066,0.844923548995952,0.5,0.396092440632264
THPO,-0.930514203466184,2.24637257005342,0.7,0.708751486481854
TIE1,0.388694018874939,0.37397561249554,0.5,0.175612575125958
TRIM21,0.462010981642699,0.8696634857381,0.6,0.330711524918176
TYMP,0.375401110616578,0.904264318712447,0.7,0.299664499796507
VAMP5,0.441141335930616,0.684061205398635,0.5,0.322033880973328
ZBTB17,1.05918996240336,0.590550333443199,0.5,0.286094189578195
ADA,0.646964813719756,0.572598765053992,0.6,0.233423441594608
AOC1,-0.123536772197206,0.486294361792929,0.5,0.242893385162006
BMP6,-0.328114163998681,0.622242599833666,0.5,0.347890917225477
CD200,0.143601518773058,0.637342273785413,0.6,0.297512334259617
CD5,1.02529307807264,0.603754322887406,0.5,0.303504059252972
CLEC11A,0.465788304681625,0.699050901212986,0.6,0.277716839339047
CNPY2,0.360960544866621,0.577871877887041,0.5,0.339490347634378
COX5B,3.7481880740318,-0.36583785603683,0.6,0.168613748604915
CSF3,0.0122391878680854,0.912361241610762,0.5,0.490321808516231
DCN,-0.185986837035722,0.677637687899738,0.5,0.359180058419343
DPP7,0.85348246759837,0.620791218510102,0.6,0.252096496104037
F2R,1.00942232854842,0.295983061063434,0.5,0.16501283023243
FGF5,0.0944595513770888,0.579563636663537,0.5,0.330246241137987
GALNT7,0.430803604566986,0.602742596549147,0.6,0.276982296447209
GP1BA,0.299907700938303,0.695743064008447,0.6,0.302719329515365
IDI2,0.738295489883354,0.354322275817373,0.5,0.188531209913665
IFNLR1,-0.534600944837307,0.568596420948253,0.5,0.298869445085809
ITGA6,0.0899765060225702,1.05589493385824,0.5,0.568736623798839
ITGB1,0.153946891953007,0.821888672984972,0.5,0.398648426792826
LGMN,0.139730772067986,0.687718592474778,0.5,0.379053234737159
LRPAP1,0.155922101378593,0.453420061022704,0.6,0.203327862327167
LYPD8,0.024138864269758,0.728731326450854,0.5,0.408602560554442
MCFD2,0.633241186456551,0.472059198005514,0.6,0.193284370200976
MMP9,1.121099051663,0.615614714323621,0.6,0.269328258946549
NCAM2,0.282313367822353,0.590068207598153,0.5,0.306376336428163
PDGFB,3.0093740651278,0.260068572531872,0.5,0.1427490087206
PSMA1,-0.0806339050447668,0.813750476551451,0.5,0.46437933069624
SCARB1,-0.0333294788945038,0.620942482681717,0.6,0.289668453297113
SERPINE1,1.21101756363444,0.315815759388734,0.7,0.106905041614277
SIT1,0.761118874036042,0.79990709721337,0.7,0.312336097401063
SORD,0.0871080981190525,0.596834141777461,0.5,0.307863341805237
STX6,0.845788454636385,0.435175250250342,0.6,0.18951913505549
TCL1B,0.0585229936912247,0.905144548931543,0.5,0.533423140828847
